Evaluation Number,Fitness Value,Computing Time
2,[0.2146708669136972],1.5206997394561768
3,[0.2146708669136972],2.2781553268432617
4,[0.2146708669136972],3.022312879562378
5,[0.2146708669136972],3.7603962421417236
6,[0.21339330638528742],4.501153230667114
7,[0.21339330638528742],5.2391581535339355
8,[0.21339330638528742],5.992650032043457
9,[0.21339330638528742],6.760981321334839
10,[0.21339330638528742],7.500019311904907
11,[0.21339330638528742],8.249409675598145
12,[0.21339330638528742],8.991116046905518
13,[0.21339330638528742],9.741283416748047
14,[0.21339330638528742],10.487627029418945
15,[0.21339330638528742],11.278047323226929
16,[0.21339330638528742],12.032411098480225
17,[0.21339330638528742],12.759026765823364
18,[0.21339330638528742],13.490559577941895
19,[0.21339330638528742],14.232884168624878
20,[0.21339330638528742],14.998796939849854
21,[0.21339330638528742],15.734495162963867
22,[0.21339330638528742],16.481000900268555
23,[0.21339330638528742],17.22292709350586
24,[0.2029709895514642],17.970398426055908
25,[0.2029709895514642],18.734846830368042
26,[0.2029709895514642],19.471338510513306
27,[0.2029709895514642],20.21564769744873
28,[0.2029709895514642],20.968180418014526
29,[0.2029709895514642],21.716609001159668
30,[0.2029709895514642],22.455381393432617
31,[0.2029709895514642],23.185872316360474
32,[0.2029709895514642],23.955074787139893
33,[0.2029709895514642],24.708486080169678
34,[0.2029709895514642],25.459365367889404
35,[0.2029709895514642],26.20442509651184
36,[0.2029709895514642],26.927741765975952
37,[0.2029709895514642],27.696696519851685
38,[0.2029709895514642],28.446263551712036
39,[0.2029709895514642],29.194206714630127
40,[0.2029709895514642],29.96190571784973
41,[0.2029709895514642],30.721765518188477
42,[0.19092817235809412],31.460659980773926
43,[0.19092817235809412],32.20602464675903
44,[0.19092817235809412],32.951810359954834
45,[0.19092817235809412],33.72975039482117
46,[0.19092817235809412],34.482712268829346
47,[0.19092817235809412],35.23860955238342
48,[0.19092817235809412],35.98711705207825
49,[0.19092817235809412],36.72553062438965
50,[0.19092817235809412],37.47256922721863
51,[0.19092817235809412],38.215473890304565
52,[0.19092817235809412],38.984713554382324
53,[0.19092817235809412],39.74368453025818
54,[0.19092817235809412],40.48767447471619
55,[0.19092817235809412],41.240787744522095
56,[0.19092817235809412],41.985376596450806
57,[0.19092817235809412],42.74689269065857
58,[0.19092817235809412],43.49995136260986
59,[0.19092817235809412],44.223068952560425
60,[0.19080414035857765],44.96656060218811
61,[0.19080414035857765],45.70242500305176
62,[0.19080414035857765],46.444331645965576
63,[0.19080414035857765],47.19938588142395
64,[0.19080414035857765],47.9669713973999
65,[0.19080414035857765],48.74525284767151
66,[0.18112683281599237],49.50150203704834
67,[0.18112683281599237],50.25519371032715
68,[0.18112683281599237],50.99479556083679
69,[0.18112683281599237],51.74160981178284
70,[0.18112683281599237],52.489816665649414
71,[0.18112683281599237],53.244720697402954
72,[0.18112683281599237],54.008052825927734
73,[0.18112683281599237],54.76912307739258
74,[0.18112683281599237],55.51392197608948
75,[0.18112683281599237],56.256564140319824
76,[0.18112683281599237],56.99166989326477
77,[0.18112683281599237],57.74812340736389
78,[0.18112683281599237],58.480411529541016
79,[0.18112683281599237],59.22800421714783
80,[0.18112683281599237],60.02492427825928
81,[0.18112683281599237],60.78719735145569
82,[0.18112683281599237],61.55967140197754
83,[0.18112683281599237],62.346668004989624
84,[0.18112683281599237],63.18029308319092
85,[0.18112683281599237],63.96894836425781
86,[0.18112683281599237],64.77389764785767
87,[0.18112683281599237],65.55934405326843
88,[0.18112683281599237],66.31720900535583
89,[0.18112683281599237],67.05203199386597
90,[0.18112683281599237],67.78864693641663
91,[0.18112683281599237],68.52667903900146
92,[0.18112683281599237],69.26340842247009
93,[0.18112683281599237],69.98183393478394
94,[0.18112683281599237],70.80797719955444
95,[0.18112683281599237],71.5600426197052
96,[0.18112683281599237],72.29453206062317
97,[0.18112683281599237],73.03847551345825
98,[0.18112683281599237],73.78682827949524
99,[0.18112683281599237],74.53739166259766
100,[0.18112683281599237],75.29058814048767
101,[0.18112683281599237],76.0271155834198
102,[0.18112683281599237],76.75746321678162
103,[0.18112683281599237],77.5006799697876
104,[0.18112683281599237],78.23682403564453
105,[0.17527995272225977],78.98959302902222
106,[0.17527995272225977],79.72319030761719
107,[0.17527995272225977],80.45508337020874
108,[0.17527995272225977],81.20033431053162
109,[0.17527995272225977],81.94879603385925
110,[0.17527995272225977],82.685875415802
111,[0.17527995272225977],83.42282700538635
112,[0.17527995272225977],84.16703581809998
113,[0.17527995272225977],84.92122983932495
114,[0.17527995272225977],85.66974329948425
115,[0.17527995272225977],86.40369415283203
116,[0.17527995272225977],87.14172101020813
117,[0.17527995272225977],87.89737868309021
118,[0.17527995272225977],88.64228057861328
119,[0.17527995272225977],89.37532043457031
120,[0.17527995272225977],90.13637280464172
121,[0.17527995272225977],90.8906397819519
122,[0.17527995272225977],91.65299940109253
123,[0.17527995272225977],92.40404152870178
124,[0.17527995272225977],93.15959310531616
125,[0.17527995272225977],93.88715553283691
126,[0.17527995272225977],94.64109492301941
127,[0.17527995272225977],95.38118767738342
128,[0.17527995272225977],96.11029958724976
129,[0.17527995272225977],96.86045026779175
130,[0.17527995272225977],97.59918236732483
131,[0.17527995272225977],98.33227801322937
132,[0.17527995272225977],99.11440634727478
133,[0.17527995272225977],99.86692500114441
134,[0.17527995272225977],100.6055326461792
135,[0.17527995272225977],101.33887338638306
136,[0.17527995272225977],102.08497929573059
137,[0.17527995272225977],102.83852243423462
138,[0.17527995272225977],103.5830991268158
139,[0.17527995272225977],104.30728363990784
140,[0.17527995272225977],105.03872060775757
141,[0.17527995272225977],105.76488471031189
142,[0.17527995272225977],106.51114082336426
143,[0.17527995272225977],107.26074171066284
144,[0.17527995272225977],108.00891852378845
145,[0.17527995272225977],108.75685501098633
146,[0.17527995272225977],109.50223231315613
147,[0.17527995272225977],110.24187564849854
148,[0.17527995272225977],110.98504734039307
149,[0.17527995272225977],111.73997640609741
150,[0.17527995272225977],112.48136329650879
151,[0.17527995272225977],113.2161853313446
152,[0.17527995272225977],113.95684099197388
153,[0.17527995272225977],114.70029473304749
154,[0.17527995272225977],115.42319345474243
155,[0.17527995272225977],116.16105484962463
156,[0.17527995272225977],116.90544843673706
157,[0.17527995272225977],117.6557207107544
158,[0.17527995272225977],118.39905595779419
159,[0.17527995272225977],119.12051224708557
160,[0.17527995272225977],119.9006860256195
161,[0.17527995272225977],120.66655111312866
162,[0.17527995272225977],121.39148378372192
163,[0.17527995272225977],122.13850450515747
164,[0.17527995272225977],122.88785719871521
165,[0.17527995272225977],123.635422706604
166,[0.17527995272225977],124.36764121055603
167,[0.17527995272225977],125.1117947101593
168,[0.17527995272225977],125.86717057228088
169,[0.17527995272225977],126.59936213493347
170,[0.17527995272225977],127.32696866989136
171,[0.17527995272225977],128.07889580726624
172,[0.17527995272225977],128.81632256507874
173,[0.17527995272225977],129.54891395568848
174,[0.17527995272225977],130.30720567703247
175,[0.17527995272225977],131.0753049850464
176,[0.17527995272225977],131.80488324165344
177,[0.1715117794110126],132.53734016418457
178,[0.1715117794110126],133.2797122001648
179,[0.1715117794110126],134.03082013130188
180,[0.1715117794110126],134.7705569267273
181,[0.1715117794110126],135.49591517448425
182,[0.1715117794110126],136.24786615371704
183,[0.1715117794110126],136.997891664505
184,[0.1715117794110126],137.74003887176514
185,[0.1715117794110126],138.49230980873108
186,[0.1715117794110126],139.23478937149048
187,[0.1715117794110126],139.97887754440308
188,[0.1715117794110126],140.70898818969727
189,[0.1715117794110126],141.44907069206238
190,[0.1715117794110126],142.19641733169556
191,[0.1715117794110126],142.93108105659485
192,[0.1715117794110126],143.66869282722473
193,[0.1715117794110126],144.41729497909546
194,[0.1715117794110126],145.1670277118683
195,[0.1715117794110126],145.90605759620667
196,[0.1715117794110126],146.64852380752563
197,[0.1715117794110126],147.3735659122467
198,[0.1715117794110126],148.11422443389893
199,[0.1715117794110126],148.84785103797913
200,[0.1715117794110126],149.58116030693054
201,[0.1715117794110126],150.355140209198
202,[0.1715117794110126],151.1057505607605
203,[0.1715117794110126],151.84685611724854
204,[0.1715117794110126],152.59834790229797
205,[0.1715117794110126],153.35356760025024
206,[0.1715117794110126],154.09763956069946
207,[0.1715117794110126],154.85603833198547
208,[0.1715117794110126],155.6024045944214
209,[0.1715117794110126],156.33724069595337
210,[0.1715117794110126],157.0676145553589
211,[0.1715117794110126],157.80188870429993
212,[0.1715117794110126],158.53585195541382
213,[0.1715117794110126],159.27764058113098
214,[0.1715117794110126],160.00233006477356
215,[0.1715117794110126],160.75816106796265
216,[0.1715117794110126],161.49021553993225
217,[0.1715117794110126],162.2379286289215
218,[0.1715117794110126],162.9903769493103
219,[0.1715117794110126],163.7120065689087
220,[0.1715117794110126],164.44230771064758
221,[0.1715117794110126],165.2105896472931
222,[0.1715117794110126],165.95052409172058
223,[0.1715117794110126],166.66386580467224
224,[0.16475238740496467],167.39603281021118
225,[0.16475238740496467],168.12579131126404
226,[0.16475238740496467],168.8686089515686
227,[0.16475238740496467],169.61812090873718
228,[0.16475238740496467],170.3600516319275
229,[0.16475238740496467],171.08367252349854
230,[0.16475238740496467],171.81738114356995
231,[0.16475238740496467],172.570383310318
232,[0.16475238740496467],173.3195765018463
233,[0.16475238740496467],174.0726363658905
234,[0.16475238740496467],174.83186554908752
235,[0.16475238740496467],175.58124899864197
236,[0.16475238740496467],176.32543516159058
237,[0.16475238740496467],177.05426454544067
238,[0.16475238740496467],177.8040430545807
239,[0.16475238740496467],178.54382491111755
240,[0.16475238740496467],179.26745676994324
241,[0.16475238740496467],179.99018216133118
242,[0.16475238740496467],180.7620143890381
243,[0.16475238740496467],181.49539184570312
244,[0.16475238740496467],182.2418131828308
245,[0.16475238740496467],182.98891353607178
246,[0.16475238740496467],183.72999119758606
247,[0.16475238740496467],184.46686911582947
248,[0.16475238740496467],185.19364142417908
249,[0.16475238740496467],185.94529104232788
250,[0.16475238740496467],186.69814229011536
251,[0.16475238740496467],187.44169306755066
252,[0.16475238740496467],188.18020153045654
253,[0.16475238740496467],188.93237972259521
254,[0.16475238740496467],189.66988515853882
255,[0.16475238740496467],190.48117208480835
256,[0.16475238740496467],191.26811742782593
257,[0.16475238740496467],192.01481556892395
258,[0.16475238740496467],192.75404357910156
259,[0.16475238740496467],193.4827744960785
260,[0.16475238740496467],194.22178745269775
261,[0.16475238740496467],194.9812638759613
262,[0.16475238740496467],195.72942805290222
263,[0.16475238740496467],196.46779942512512
264,[0.16475238740496467],197.20068264007568
265,[0.16475238740496467],197.9449107646942
