,sub_problem,sub_fval,solution,qaoa_time
0,"[1167, 182, 1634, 1608, 1229, 723, 532]",0.2542591648233945,[1. 0. 1. 1. 1. 1. 0.],0.8467977046966553
1,"[1816, 101, 652, 1826, 1025, 255, 1855]",0.2538004110264257,[0. 1. 1. 1. 1. 0. 1.],0.6404650211334229
2,"[1695, 20, 1770, 958, 885, 1686, 965]",0.2536887951816907,[1. 1. 1. 1. 1. 0. 0.],0.6048381328582764
3,"[1682, 973, 997, 1302, 1456, 1263, 189]",0.2534223538845795,[1. 1. 0. 1. 0. 1. 1.],0.6448745727539062
4,"[699, 500, 82, 672, 1820, 68, 1034]",0.25264739472634967,[0. 0. 1. 1. 0. 1. 1.],0.6311595439910889
5,"[1275, 761, 613, 1798, 1902, 36, 1656]",0.25171780430041074,[0. 1. 0. 1. 0. 1. 0.],0.6283869743347168
6,"[978, 895, 875, 1122, 1203, 1764, 234]",0.2516441592985911,[0. 1. 1. 1. 0. 0. 1.],0.6217653751373291
7,"[1165, 49, 505, 567, 503, 1283, 1016]",0.24941960927509238,[0. 1. 1. 0. 0. 0. 0.],0.7260639667510986
8,"[1324, 1138, 1439, 1526, 518, 1023, 1042]",0.24919810184490043,[1. 0. 0. 0. 1. 0. 1.],0.6238830089569092
9,"[956, 1776, 1171, 696, 1361, 1575, 1848]",0.24813906388636417,[1. 0. 1. 0. 0. 1. 1.],0.6197900772094727
10,"[1801, 1436, 367, 1046, 769, 1758, 833]",0.24797269421165294,[1. 0. 1. 0. 1. 1. 1.],0.6124780178070068
11,"[1345, 970, 612, 1824, 351, 129, 798]",0.24585895917100367,[1. 1. 0. 1. 0. 1. 0.],0.6117854118347168
12,"[1862, 511, 1221, 510, 481, 1752, 1638]",0.24418783132405883,[1. 1. 0. 0. 1. 1. 0.],0.6060404777526855
13,"[945, 423, 1185, 1814, 368, 780, 1473]",0.24411855424448295,[1. 0. 1. 1. 0. 1. 1.],0.6176023483276367
14,"[122, 1242, 16, 671, 167, 1534, 1385]",0.2440246540433626,[0. 1. 0. 1. 1. 0. 1.],0.6127948760986328
15,"[177, 1604, 923, 1833, 1163, 715, 385]",0.2437672299762522,[0. 0. 1. 1. 0. 1. 1.],0.6078939437866211
16,"[1441, 144, 1823, 228, 488, 474, 1857]",0.24238220297103577,[0. 1. 0. 0. 1. 0. 1.],0.5856163501739502
17,"[660, 1440, 947, 137, 1765, 85, 1607]",0.23877012343495954,[1. 1. 1. 0. 0. 1. 0.],0.6055691242218018
18,"[239, 441, 1040, 1341, 1828, 1331, 399]",0.23849738391228875,[0. 1. 1. 0. 0. 0. 0.],0.5873823165893555
19,"[1337, 990, 236, 1437, 1712, 654, 1158]",0.23793434360088458,[1. 0. 0. 0. 1. 1. 0.],0.583867073059082
20,"[506, 639, 1881, 1007, 1744, 1858, 1734]",0.23770285620611545,[0. 1. 1. 1. 1. 1. 0.],0.6775498390197754
21,"[57, 1332, 1467, 1903, 1309, 673, 1515]",0.23561928669567478,[0. 1. 0. 0. 1. 0. 1.],0.6055946350097656
22,"[926, 1751, 1884, 163, 1013, 1355, 1540]",0.2346344740110746,[0. 1. 1. 0. 1. 1. 0.],0.6152827739715576
23,"[1398, 453, 677, 86, 419, 1901, 801]",0.23415455832733048,[0. 1. 1. 0. 0. 1. 1.],0.6007485389709473
24,"[1382, 1187, 360, 1394, 1271, 688, 83]",0.23301013457876593,[1. 1. 1. 1. 0. 0. 1.],0.610673189163208
25,"[998, 1477, 1017, 1563, 516, 835, 1208]",0.23287530560922945,[0. 0. 0. 1. 1. 0. 0.],0.6052885055541992
