,sub_problem,sub_fval,solution,qaoa_time
0,"[471, 1920, 326, 1403, 726, 1368, 1795]",0.25637182006774084,[0. 0. 1. 1. 0. 0. 0.],0.8474018573760986
1,"[825, 1355, 1808, 231, 125, 1725, 149]",0.2553814494083813,[0. 0. 1. 1. 0. 0. 0.],0.7304327487945557
2,"[888, 1297, 276, 507, 603, 1208, 1892]",0.2551241138542368,[0. 1. 1. 1. 0. 1. 1.],0.7292575836181641
3,"[797, 565, 804, 1214, 1499, 687, 1106]",0.254140317480427,[0. 0. 0. 0. 1. 1. 1.],0.7268087863922119
4,"[1426, 856, 1301, 445, 350, 167, 1681]",0.25288632349909557,[0. 0. 0. 0. 0. 0. 0.],0.727982759475708
5,"[65, 1778, 535, 38, 1025, 491, 779]",0.25218757404697945,[0. 1. 1. 1. 0. 1. 1.],0.7375092506408691
6,"[401, 932, 1246, 288, 1005, 676, 952]",0.2510690152196302,[1. 0. 1. 0. 0. 1. 0.],0.8261733055114746
7,"[582, 1650, 1344, 1279, 1067, 529, 355]",0.2505013868360037,[1. 0. 0. 0. 0. 0. 0.],0.7336235046386719
8,"[455, 1801, 502, 576, 1268, 592, 1472]",0.24894095598407778,[0. 0. 0. 1. 0. 1. 0.],0.7305855751037598
9,"[1195, 575, 727, 1557, 984, 1413, 813]",0.24828567015549138,[1. 1. 0. 0. 1. 0. 1.],0.7335162162780762
10,"[1912, 775, 1741, 414, 1187, 230, 1690]",0.2467205925128096,[1. 0. 1. 0. 0. 0. 0.],0.7341458797454834
11,"[1572, 1189, 811, 1359, 587, 610, 553]",0.24591886702401208,[0. 1. 0. 1. 1. 1. 0.],0.7275435924530029
12,"[1031, 1231, 818, 1180, 701, 1172, 1857]",0.2452432666890646,[0. 0. 1. 0. 1. 0. 0.],0.7273685932159424
13,"[366, 731, 54, 629, 980, 1596, 435]",0.24473793438185326,[0. 1. 0. 0. 0. 0. 0.],0.7201697826385498
14,"[249, 262, 237, 1454, 280, 1416, 1430]",0.24385941786801058,[1. 0. 1. 0. 0. 1. 0.],0.7282974720001221
15,"[357, 1704, 1193, 876, 164, 1358, 1915]",0.24332842981584513,[1. 0. 1. 0. 1. 1. 0.],0.7276854515075684
16,"[1513, 1415, 397, 1040, 184, 943, 1316]",0.2421879512038577,[0. 1. 0. 0. 0. 0. 0.],0.7311172485351562
17,"[1788, 1049, 871, 1245, 1064, 488, 910]",0.24205734003800045,[1. 0. 1. 0. 0. 0. 1.],0.7303309440612793
18,"[412, 746, 1272, 1893, 228, 180, 1750]",0.2413552594852091,[1. 1. 1. 0. 0. 1. 0.],0.7285094261169434
19,"[1711, 808, 1233, 1729, 1583, 1554, 674]",0.24051216727722122,[1. 1. 1. 1. 0. 0. 0.],0.830979585647583
20,"[1850, 1363, 1764, 1736, 1580, 1473, 16]",0.23902697420743504,[1. 0. 1. 0. 1. 1. 1.],0.7260086536407471
21,"[1192, 841, 1348, 1679, 1320, 1034, 1497]",0.23902697420743502,[0. 1. 0. 0. 0. 0. 1.],0.7433481216430664
22,"[62, 1291, 1546, 648, 334, 682, 814]",0.2383563223943473,[0. 0. 0. 0. 0. 0. 0.],0.7272360324859619
23,"[263, 1129, 94, 1469, 930, 1677, 1501]",0.23723836759893369,[0. 0. 0. 1. 0. 1. 0.],0.725365400314331
24,"[721, 663, 1645, 479, 139, 460, 1374]",0.2365536284091781,[1. 0. 1. 1. 1. 0. 0.],0.7286584377288818
25,"[915, 589, 299, 238, 1407, 1486, 1883]",0.2359392859427591,[0. 1. 0. 0. 0. 0. 1.],0.7210121154785156
26,"[1916, 1174, 953, 421, 997, 1078, 316]",0.23531169566050583,[0. 0. 0. 0. 1. 0. 0.],0.7279431819915771
27,"[278, 842, 747, 1343, 480, 766, 1498]",0.2330667070512256,[0. 0. 0. 0. 0. 0. 0.],0.7269163131713867
28,"[1457, 1569, 919, 680, 1371, 831, 962]",0.23107082379071167,[0. 0. 0. 1. 1. 1. 1.],0.7283613681793213
29,"[1128, 509, 1733, 602, 1880, 1423, 485]",0.23022274612593177,[1. 0. 0. 0. 0. 0. 1.],0.7234151363372803
30,"[668, 493, 855, 1876, 297, 1314, 437]",0.22939505156919754,[0. 1. 1. 0. 1. 1. 0.],0.7285075187683105
31,"[579, 1563, 1437, 372, 438, 225, 896]",0.2277407129718188,[1. 1. 0. 1. 0. 1. 1.],0.7336795330047607
32,"[561, 394, 1205, 722, 1852, 1492, 1201]",0.22673169341052718,[1. 0. 0. 1. 1. 0. 1.],0.8148305416107178
33,"[1844, 1276, 760, 887, 571, 920, 253]",0.2258292814881251,[0. 0. 0. 0. 0. 0. 0.],0.7260396480560303
