,sub_problem,sub_fval,solution,qaoa_time
0,"[1838, 1423, 957, 226, 336, 873, 333]",0.23538742959568942,[0. 0. 1. 0. 0. 1. 0.],0.732529878616333
1,"[1630, 1014, 1128, 323, 477, 1373, 934]",0.23352182176990005,[1. 0. 1. 1. 0. 1. 0.],0.6072547435760498
2,"[268, 1649, 1007, 263, 981, 976, 424]",0.23306847810571946,[1. 0. 1. 0. 1. 1. 0.],0.630542516708374
3,"[802, 341, 818, 184, 1268, 440, 539]",0.23231011962272974,[0. 0. 1. 0. 0. 0. 0.],0.6044080257415771
4,"[1781, 1141, 735, 340, 628, 1567, 1202]",0.2314067925738653,[1. 1. 0. 0. 0. 0. 0.],0.5855369567871094
5,"[757, 127, 1853, 298, 1272, 1411, 359]",0.22974471707938293,[1. 0. 1. 0. 1. 0. 0.],0.5974187850952148
6,"[600, 1576, 388, 820, 1232, 1559, 618]",0.2290554119802209,[0. 0. 1. 1. 0. 1. 0.],0.6911897659301758
7,"[276, 1731, 994, 1367, 726, 58, 1264]",0.22795204413549633,[1. 0. 0. 0. 0. 0. 1.],0.5789961814880371
8,"[1444, 1852, 718, 235, 996, 244, 639]",0.22727301678991624,[0. 1. 0. 0. 1. 1. 0.],0.5955016613006592
9,"[1361, 1688, 882, 1054, 1743, 1303, 684]",0.22636276862192614,[1. 1. 0. 0. 0. 0. 0.],0.6025352478027344
10,"[355, 315, 1237, 1313, 744, 1133, 1668]",0.22623549161337428,[0. 0. 0. 0. 1. 0. 1.],0.6113228797912598
11,"[1205, 190, 1178, 1772, 24, 312, 158]",0.22499508548755778,[0. 1. 0. 1. 1. 1. 1.],0.5986175537109375
12,"[283, 946, 109, 234, 1358, 308, 1334]",0.22463388428655687,[0. 0. 1. 1. 1. 1. 1.],0.5793194770812988
13,"[1755, 230, 640, 601, 499, 1038, 1578]",0.22356037055993383,[1. 0. 0. 0. 0. 0. 0.],0.596184253692627
14,"[1485, 67, 1666, 490, 931, 1304, 751]",0.2228737172032973,[0. 0. 0. 0. 1. 0. 0.],0.61490797996521
15,"[1565, 1498, 1806, 849, 865, 1254, 1550]",0.22167035980933134,[0. 0. 0. 0. 1. 0. 0.],0.60748291015625
16,"[1011, 1774, 925, 325, 560, 273, 1199]",0.2214672318872362,[0. 0. 0. 0. 0. 0. 1.],0.5855050086975098
17,"[439, 1917, 1071, 758, 343, 1429, 1732]",0.22041078652623924,[1. 0. 1. 1. 0. 1. 0.],0.5813694000244141
18,"[1340, 1225, 1634, 1493, 825, 1377, 1692]",0.21903764874853313,[0. 0. 0. 1. 0. 0. 1.],0.6051666736602783
19,"[1866, 11, 423, 1052, 132, 1916, 1670]",0.21799819142916044,[1. 0. 1. 1. 1. 0. 1.],0.6943526268005371
20,"[479, 728, 189, 690, 1836, 351, 1644]",0.21768064401683815,[0. 0. 0. 0. 0. 1. 0.],0.580646276473999
21,"[617, 1021, 1398, 1599, 967, 907, 1189]",0.2166860228469897,[1. 0. 1. 0. 1. 1. 1.],0.586784839630127
22,"[1105, 614, 1022, 457, 1210, 397, 1300]",0.21580569044667589,[1. 1. 1. 0. 0. 0. 0.],0.6053893566131592
23,"[401, 1239, 140, 554, 1750, 353, 1817]",0.2152600668864235,[1. 0. 1. 1. 0. 1. 1.],0.6161231994628906
24,"[1267, 49, 368, 542, 1270, 1612, 1711]",0.21508487885382824,[0. 0. 0. 1. 1. 0. 1.],0.5959641933441162
25,"[924, 1655, 604, 543, 1555, 483, 699]",0.21359304243050947,[0. 1. 1. 0. 1. 0. 1.],0.5896091461181641
26,"[99, 658, 438, 256, 1586, 100, 769]",0.21276713336920403,[0. 1. 0. 1. 1. 0. 1.],0.6076135635375977
27,"[779, 715, 701, 1162, 175, 908, 955]",0.21227251458147425,[1. 0. 1. 0. 0. 1. 0.],0.6235818862915039
28,"[162, 633, 445, 95, 1413, 679, 997]",0.21120943122261548,[0. 0. 0. 0. 0. 0. 1.],0.5911064147949219
29,"[1547, 948, 1442, 1779, 1172, 565, 93]",0.21097891319947282,[0. 0. 0. 0. 0. 0. 0.],0.5864465236663818
30,"[428, 1465, 1322, 1036, 898, 795, 816]",0.21019562054538146,[0. 0. 0. 1. 0. 0. 0.],0.57997727394104
31,"[879, 275, 335, 1607, 90, 1248, 441]",0.20984462621975403,[1. 1. 0. 1. 0. 1. 0.],0.606370210647583
32,"[1878, 1707, 763, 1505, 1415, 530, 1868]",0.2091491944003945,[0. 0. 1. 0. 1. 1. 0.],0.7054545879364014
33,"[52, 1638, 419, 474, 161, 631, 83]",0.20759416619081583,[0. 0. 0. 0. 1. 0. 0.],0.5706233978271484
34,"[1308, 378, 54, 1082, 1674, 1854, 1872]",0.20687152183796187,[0. 0. 0. 0. 0. 0. 0.],0.5957818031311035
35,"[1508, 121, 1825, 63, 595, 945, 192]",0.20573932127411534,[0. 1. 0. 0. 1. 1. 0.],0.616227388381958
36,"[1625, 696, 524, 548, 977, 1131, 319]",0.2056255055331916,[0. 1. 1. 1. 0. 1. 1.],0.6213483810424805
37,"[383, 835, 1449, 1771, 1913, 1330, 1346]",0.2054226331510638,[0. 0. 0. 0. 0. 1. 0.],0.5809695720672607
38,"[1783, 807, 1129, 221, 823, 564, 1219]",0.20487753398717165,[0. 0. 0. 1. 1. 0. 1.],0.5839643478393555
39,"[1393, 852, 1075, 874, 509, 821, 875]",0.2047336994674693,[0. 0. 1. 1. 0. 0. 0.],0.5970883369445801
40,"[403, 1640, 951, 1794, 64, 165, 867]",0.20447763229951305,[1. 0. 0. 0. 1. 0. 0.],0.6137855052947998
41,"[264, 290, 1389, 566, 91, 1846, 119]",0.2035548154475244,[0. 0. 0. 0. 0. 0. 1.],0.6119580268859863
42,"[1807, 361, 148, 142, 76, 911, 1223]",0.20299323281040316,[0. 0. 0. 0. 1. 1. 1.],0.5837938785552979
43,"[587, 748, 619, 1181, 1096, 776, 647]",0.20193233438573777,[1. 0. 0. 0. 0. 0. 1.],0.5858509540557861
44,"[1911, 1687, 431, 544, 740, 21, 1659]",0.2017726859279131,[1. 0. 1. 1. 0. 1. 0.],0.601790189743042
45,"[468, 789, 1341, 937, 1889, 1176, 1648]",0.20132165273454194,[1. 0. 1. 0. 0. 0. 0.],0.7034196853637695
46,"[919, 1509, 1198, 928, 796, 156, 1597]",0.20072958923338904,[0. 0. 0. 0. 0. 0. 1.],0.5848245620727539
47,"[118, 1546, 656, 211, 381, 586, 1542]",0.19984261738914363,[1. 0. 0. 0. 0. 0. 0.],0.5799703598022461
48,"[1884, 805, 128, 485, 1669, 1775, 480]",0.1987521256103915,[0. 0. 0. 1. 0. 0. 0.],0.5919234752655029
49,"[1657, 840, 540, 1192, 398, 1890, 1149]",0.19782785775965314,[1. 0. 0. 0. 1. 1. 0.],0.6110918521881104
50,"[754, 1463, 622, 2, 713, 1093, 541]",0.19696334780955319,[0. 1. 0. 0. 1. 0. 0.],0.6239855289459229
51,"[1758, 186, 1804, 881, 36, 894, 1461]",0.19660415098428388,[0. 0. 1. 0. 0. 0. 1.],0.5955319404602051
52,"[827, 302, 1173, 521, 1855, 473, 634]",0.19630526850961125,[0. 1. 1. 0. 1. 0. 0.],0.5859885215759277
53,"[1234, 198, 1752, 1355, 306, 1015, 1470]",0.19610256666704276,[0. 0. 1. 0. 0. 0. 0.],0.6092634201049805
54,"[1556, 1399, 528, 348, 771, 1250, 1467]",0.19536646512268876,[1. 1. 1. 0. 0. 1. 0.],0.6115748882293701
55,"[321, 936, 84, 1102, 681, 81, 848]",0.1952468797447618,[0. 1. 1. 0. 1. 0. 1.],0.6107943058013916
56,"[717, 1791, 124, 295, 1257, 1108, 1786]",0.19356673508984407,[1. 1. 1. 0. 0. 0. 0.],0.5814568996429443
57,"[1064, 1312, 1425, 89, 374, 1520, 56]",0.19273886203353588,[0. 0. 0. 1. 0. 1. 0.],0.5886595249176025
58,"[697, 1675, 51, 1606, 1152, 904, 1343]",0.1915881878096917,[1. 0. 0. 0. 0. 0. 0.],0.6840033531188965
59,"[602, 831, 250, 1907, 19, 599, 1095]",0.19030705060850334,[0. 1. 0. 1. 1. 0. 1.],0.6163311004638672
60,"[41, 1483, 531, 1244, 9, 1488, 210]",0.1889555167966272,[0. 1. 0. 1. 1. 0. 0.],0.5815088748931885
61,"[1538, 922, 878, 716, 475, 1261, 390]",0.18859389022790368,[0. 1. 1. 0. 0. 0. 1.],0.5823209285736084
62,"[886, 575, 97, 495, 1320, 1730, 1528]",0.18799006866390183,[1. 1. 0. 0. 0. 1. 0.],0.5928905010223389
63,"[1486, 463, 379, 255, 1462, 1595, 139]",0.18669980604456715,[0. 0. 0. 0. 0. 1. 1.],0.6162111759185791
64,"[1534, 1805, 1580, 1810, 877, 917, 1106]",0.18623151810466723,[1. 0. 1. 0. 0. 0. 1.],0.6134033203125
65,"[672, 1233, 973, 339, 1351, 1660, 33]",0.1859213287612908,[1. 1. 0. 0. 0. 1. 1.],0.5800082683563232
66,"[583, 1885, 594, 1024, 838, 1397, 1662]",0.18523719067738925,[0. 0. 1. 1. 1. 1. 1.],0.5844943523406982
67,"[1564, 608, 406, 331, 107, 1764, 1241]",0.18484617457998212,[0. 1. 0. 0. 0. 0. 0.],0.6046955585479736
68,"[783, 1654, 1537, 1518, 895, 1046, 1784]",0.18398188585022626,[0. 0. 1. 0. 0. 1. 0.],0.6222383975982666
69,"[855, 1336, 1680, 389, 959, 1801, 285]",0.1834629311275582,[1. 0. 1. 1. 1. 0. 1.],0.5895681381225586
70,"[1314, 1403, 662, 281, 217, 1092, 358]",0.18281120534834847,[1. 1. 0. 0. 0. 0. 0.],0.5784764289855957
71,"[1158, 1029, 1122, 1490, 1447, 1762, 430]",0.18234055219814158,[0. 0. 1. 0. 0. 1. 0.],0.6607356071472168
72,"[1067, 1460, 1328, 1111, 59, 1085, 742]",0.18175715291833971,[0. 0. 0. 0. 0. 0. 1.],0.60835862159729
73,"[1006, 164, 991, 1548, 1568, 251, 1221]",0.1812829079958958,[0. 1. 0. 1. 1. 0. 1.],0.6109869480133057
74,"[38, 1699, 1683, 131, 1551, 767, 137]",0.18070401949610648,[0. 1. 0. 1. 0. 0. 0.],0.5869059562683105
75,"[1169, 296, 1765, 284, 964, 6, 1114]",0.1802229612213866,[1. 0. 1. 1. 0. 0. 1.],0.5838894844055176
76,"[1230, 248, 364, 1053, 626, 1829, 259]",0.17966431512047404,[1. 1. 0. 1. 0. 1. 0.],0.6002130508422852
77,"[1117, 1058, 1749, 1875, 1057, 249, 971]",0.17914768172676276,[1. 1. 0. 0. 0. 1. 1.],0.6156506538391113
78,"[1059, 304, 365, 609, 1803, 1833, 1439]",0.17903635752383615,[1. 0. 0. 1. 0. 0. 1.],0.5920500755310059
79,"[648, 923, 1276, 126, 1724, 1487, 163]",0.17827319483670356,[0. 0. 0. 0. 0. 0. 0.],0.581517219543457
80,"[1124, 1187, 734, 1663, 1737, 29, 1830]",0.17783051838041394,[0. 0. 1. 1. 1. 1. 1.],0.5869061946868896
81,"[523, 956, 271, 232, 1380, 1003, 1873]",0.17683803054440683,[1. 0. 0. 1. 1. 0. 0.],0.6125884056091309
82,"[1002, 1560, 1318, 371, 1405, 1016, 1240]",0.17610475715773727,[0. 0. 0. 0. 1. 1. 0.],0.60624098777771
83,"[254, 812, 598, 1302, 1301, 117, 995]",0.17519093153857984,[0. 0. 0. 0. 0. 0. 1.],0.5817394256591797
84,"[215, 632, 1435, 176, 1211, 1401, 845]",0.17406619433920212,[1. 0. 1. 0. 0. 1. 0.],0.6525139808654785
85,"[1773, 287, 709, 1422, 425, 746, 573]",0.17371528750891724,[1. 0. 0. 1. 0. 1. 1.],0.6146745681762695
86,"[242, 14, 1919, 1273, 930, 313, 1094]",0.17283339049319726,[0. 0. 1. 0. 0. 0. 1.],0.6187694072723389
