Evaluation Number,Fitness Value,Computing Time
2,[0.25241306303462785],0.5628762245178223
3,[0.2442985285640541],0.8410968780517578
4,[0.2430584119056472],1.1008479595184326
5,[0.2430584119056472],1.3729145526885986
6,[0.2430584119056472],1.6419470310211182
7,[0.2430584119056472],1.9125268459320068
8,[0.2430584119056472],2.1711738109588623
9,[0.2430584119056472],2.4476723670959473
10,[0.2430584119056472],2.7307851314544678
11,[0.2430584119056472],2.989530324935913
12,[0.2430584119056472],3.2660226821899414
13,[0.2430584119056472],3.547962188720703
14,[0.2430584119056472],3.8154454231262207
15,[0.2430584119056472],4.089739799499512
16,[0.24230429706898382],4.369707822799683
17,[0.24230429706898382],4.640462160110474
18,[0.24230429706898382],4.918678045272827
19,[0.24230429706898382],5.19692325592041
20,[0.24230429706898382],5.470705270767212
21,[0.24230429706898382],5.741338491439819
22,[0.24230429706898382],6.030690670013428
23,[0.23880205380623679],6.3028953075408936
24,[0.23880205380623679],6.577939748764038
25,[0.23880205380623679],6.846043109893799
26,[0.23801355007297736],7.126338243484497
27,[0.23801355007297736],7.4028401374816895
28,[0.23801355007297736],7.691595077514648
29,[0.23801355007297736],7.958563327789307
30,[0.23801355007297736],8.245399713516235
31,[0.23801355007297736],8.517561674118042
32,[0.23801355007297736],8.797211408615112
33,[0.23801355007297736],9.069972276687622
34,[0.23801355007297736],9.340887784957886
35,[0.23673863108431392],9.617921352386475
36,[0.23673863108431392],9.887374877929688
37,[0.23673863108431392],10.16770076751709
38,[0.23673863108431392],10.447424411773682
39,[0.23673863108431392],10.731552362442017
40,[0.23673863108431392],11.006886959075928
41,[0.23673863108431392],11.286397695541382
42,[0.23673863108431392],11.562968730926514
43,[0.23673863108431392],11.844980955123901
44,[0.23673863108431392],12.118760824203491
45,[0.23673863108431392],12.392600297927856
46,[0.23673863108431392],12.657036304473877
47,[0.23673863108431392],12.94574236869812
48,[0.23673863108431392],13.221451997756958
49,[0.23673863108431392],13.49698281288147
50,[0.23673863108431392],13.76916241645813
51,[0.23673863108431392],14.041395664215088
52,[0.23673863108431392],14.308154821395874
53,[0.23673863108431392],14.578116416931152
54,[0.23673863108431392],14.850270986557007
55,[0.23673863108431392],15.120898008346558
56,[0.23673863108431392],15.396284341812134
57,[0.23673863108431392],15.660496950149536
58,[0.23673863108431392],15.933587551116943
59,[0.23673863108431392],16.204134464263916
60,[0.23673863108431392],16.487695932388306
61,[0.23673863108431392],16.751219987869263
62,[0.23673863108431392],17.05252742767334
63,[0.23673863108431392],17.326477527618408
64,[0.23673863108431392],17.597472190856934
65,[0.23673863108431392],17.874042987823486
66,[0.23673863108431392],18.150070428848267
67,[0.23673863108431392],18.42777681350708
68,[0.23673863108431392],18.70118522644043
69,[0.23673863108431392],18.970913887023926
70,[0.23673863108431392],19.257304668426514
71,[0.23673863108431392],19.539764165878296
72,[0.23673863108431392],19.811955451965332
73,[0.23673863108431392],20.086040258407593
74,[0.23673863108431392],20.367269277572632
75,[0.23673863108431392],20.653204202651978
76,[0.23673863108431392],20.94587516784668
77,[0.23673863108431392],21.21674346923828
78,[0.23673863108431392],21.4947988986969
79,[0.23673863108431392],21.76953125
80,[0.23673863108431392],22.040095806121826
81,[0.23673863108431392],22.306477308273315
82,[0.23673863108431392],22.578046321868896
83,[0.23673863108431392],22.85331630706787
84,[0.23673863108431392],23.130449056625366
85,[0.23673863108431392],23.404967784881592
86,[0.23673863108431392],23.66556715965271
87,[0.2330308126570826],23.933907747268677
88,[0.2330308126570826],24.214892387390137
89,[0.2330308126570826],24.48446297645569
90,[0.2330308126570826],24.746407747268677
91,[0.2330308126570826],25.06613254547119
92,[0.2330308126570826],25.365902185440063
93,[0.2330308126570826],25.673364639282227
94,[0.2330308126570826],25.984290599822998
95,[0.2330308126570826],26.28649616241455
96,[0.2330308126570826],26.56214690208435
97,[0.2330308126570826],26.830283880233765
98,[0.2330308126570826],27.10623550415039
99,[0.2330308126570826],27.385860681533813
100,[0.2330308126570826],27.660600900650024
101,[0.2330308126570826],27.93566608428955
102,[0.2330308126570826],28.21426272392273
103,[0.2330308126570826],28.490062952041626
104,[0.2330308126570826],28.76546001434326
105,[0.2330308126570826],29.043004751205444
106,[0.2330308126570826],29.325158834457397
107,[0.2330308126570826],29.591557025909424
108,[0.2330308126570826],29.87493348121643
109,[0.2330308126570826],30.143357753753662
110,[0.2330308126570826],30.42171549797058
111,[0.2330308126570826],30.695937633514404
112,[0.2330308126570826],30.966758728027344
113,[0.2330308126570826],31.232542753219604
114,[0.2330308126570826],31.499860286712646
115,[0.2330308126570826],31.76094675064087
116,[0.2330308126570826],32.04466533660889
117,[0.2330308126570826],32.316537618637085
118,[0.2330308126570826],32.5917227268219
119,[0.2330308126570826],32.87377595901489
120,[0.2330308126570826],33.155742168426514
121,[0.2330308126570826],33.427308320999146
122,[0.2330308126570826],33.695008516311646
