Evaluation Number,Fitness Value,Computing Time
2,[0.24914868501060083],0.5185000896453857
3,[0.24425809046148936],0.7553339004516602
4,[0.24425809046148936],1.0032947063446045
5,[0.2413028048193054],1.2593894004821777
6,[0.2413028048193054],1.5205104351043701
7,[0.2413028048193054],1.8257830142974854
8,[0.2413028048193054],2.15392804145813
9,[0.2413028048193054],2.4885153770446777
10,[0.2413028048193054],2.8048095703125
11,[0.2413028048193054],3.1381139755249023
12,[0.2413028048193054],3.449449062347412
13,[0.2413028048193054],3.7420859336853027
14,[0.2413028048193054],4.053940534591675
15,[0.2413028048193054],4.381993055343628
16,[0.2413028048193054],4.679965257644653
17,[0.2413028048193054],4.9321558475494385
18,[0.2378088760003711],5.184106349945068
19,[0.2378088760003711],5.441529989242554
20,[0.2378088760003711],5.694003105163574
21,[0.2378088760003711],5.942978143692017
22,[0.2378088760003711],6.18741512298584
23,[0.2378088760003711],6.435725688934326
24,[0.2378088760003711],6.679212808609009
25,[0.2378088760003711],6.938244819641113
26,[0.2378088760003711],7.1922667026519775
27,[0.2378088760003711],7.447888374328613
28,[0.2378088760003711],7.698054790496826
29,[0.2378088760003711],7.9500651359558105
30,[0.2378088760003711],8.203750371932983
31,[0.2378088760003711],8.457120895385742
32,[0.2378088760003711],8.715436935424805
33,[0.2378088760003711],8.967872858047485
34,[0.2378088760003711],9.221794605255127
35,[0.2378088760003711],9.476326704025269
36,[0.2378088760003711],9.721236228942871
37,[0.2378088760003711],9.972209215164185
38,[0.2378088760003711],10.251525163650513
39,[0.2378088760003711],10.551915884017944
40,[0.2378088760003711],10.812448024749756
41,[0.2378088760003711],11.065119981765747
42,[0.2378088760003711],11.314154624938965
43,[0.2378088760003711],11.569953441619873
44,[0.2378088760003711],11.82168436050415
45,[0.2378088760003711],12.075236082077026
46,[0.2378088760003711],12.342403411865234
47,[0.2378088760003711],12.59123158454895
48,[0.2378088760003711],12.84359097480774
49,[0.2378088760003711],13.099315643310547
50,[0.2378088760003711],13.34365725517273
51,[0.2378088760003711],13.606451511383057
52,[0.2378088760003711],13.868146419525146
53,[0.2378088760003711],14.119146347045898
54,[0.2378088760003711],14.374949932098389
55,[0.2378088760003711],14.631674528121948
56,[0.2378088760003711],14.889055967330933
57,[0.2378088760003711],15.154561996459961
58,[0.2378088760003711],15.434268712997437
59,[0.2378088760003711],15.69311237335205
60,[0.23767261325691827],15.935043811798096
61,[0.23767261325691827],16.20436978340149
62,[0.23767261325691827],16.450327157974243
63,[0.2364358206351133],16.691186904907227
64,[0.2364358206351133],16.942349910736084
65,[0.2364358206351133],17.197346448898315
66,[0.2364358206351133],17.452091693878174
67,[0.2364358206351133],17.710607051849365
68,[0.2364358206351133],17.9600670337677
69,[0.2364358206351133],18.20920729637146
70,[0.2364358206351133],18.46568536758423
71,[0.2364358206351133],18.722689628601074
72,[0.2364358206351133],18.97174620628357
73,[0.2364358206351133],19.216806888580322
74,[0.2364358206351133],19.469878673553467
75,[0.2364358206351133],19.715805053710938
76,[0.2364358206351133],19.969752550125122
77,[0.2364358206351133],20.222986936569214
78,[0.2364358206351133],20.480812311172485
79,[0.2364358206351133],20.74116587638855
80,[0.2364358206351133],21.002103567123413
81,[0.2364358206351133],21.259984970092773
82,[0.2364358206351133],21.512754201889038
83,[0.2364358206351133],21.76723837852478
84,[0.2364358206351133],22.005454778671265
85,[0.2364358206351133],22.258589029312134
86,[0.2364358206351133],22.51907730102539
87,[0.2364358206351133],22.774641036987305
88,[0.2364358206351133],23.02935814857483
89,[0.2364358206351133],23.27737593650818
90,[0.2364358206351133],23.528793573379517
91,[0.2364358206351133],23.786099910736084
92,[0.2364358206351133],24.036285877227783
93,[0.2364358206351133],24.283731698989868
94,[0.2364358206351133],24.524921655654907
95,[0.2364358206351133],24.78197693824768
96,[0.2364358206351133],25.03577709197998
97,[0.2364358206351133],25.29242706298828
98,[0.2364358206351133],25.549594402313232
99,[0.2364358206351133],25.806852340698242
100,[0.2364358206351133],26.057366847991943
101,[0.2364358206351133],26.30917501449585
102,[0.2364358206351133],26.560877323150635
103,[0.2364358206351133],26.8129940032959
104,[0.2364358206351133],27.07341170310974
105,[0.2364358206351133],27.321053981781006
106,[0.2364358206351133],27.575972318649292
107,[0.2364358206351133],27.832380771636963
108,[0.2364358206351133],28.08722758293152
109,[0.2364358206351133],28.331515550613403
110,[0.2364358206351133],28.590465545654297
111,[0.2364358206351133],28.843257904052734
112,[0.2364358206351133],29.088635683059692
113,[0.2364358206351133],29.332093238830566
114,[0.2364358206351133],29.582151174545288
115,[0.2364358206351133],29.83279776573181
116,[0.2364358206351133],30.078908443450928
117,[0.2364358206351133],30.328158855438232
118,[0.2364358206351133],30.58280348777771
119,[0.2364358206351133],30.8353214263916
120,[0.2364358206351133],31.085102796554565
121,[0.2364358206351133],31.335997819900513
122,[0.2364358206351133],31.601707458496094
123,[0.2364358206351133],31.854776620864868
124,[0.2364358206351133],32.09771990776062
125,[0.2364358206351133],32.346163272857666
126,[0.2364358206351133],32.5908579826355
127,[0.2364358206351133],32.84718585014343
128,[0.2364358206351133],33.09248447418213
129,[0.2364358206351133],33.362080097198486
130,[0.2364358206351133],33.61410212516785
131,[0.2364358206351133],33.86283087730408
132,[0.2364358206351133],34.11126136779785
133,[0.2364358206351133],34.36968803405762
134,[0.2364358206351133],34.626638650894165
135,[0.2364358206351133],34.87963914871216
136,[0.2364358206351133],35.13313961029053
