,sub_problem,sub_fval,solution,qaoa_time
0,"[227, 121, 1647, 1016, 1392, 1186, 1127]",0.24952648993237736,[0. 1. 0. 1. 0. 1. 0.],0.9645135402679443
1,"[1248, 937, 640, 448, 429, 943, 474]",0.2481618800576316,[1. 0. 0. 0. 1. 0. 0.],0.818622350692749
2,"[1742, 693, 228, 170, 1578, 1371, 1629]",0.2474369456513233,[0. 1. 0. 0. 0. 1. 0.],0.8325784206390381
3,"[1825, 1913, 1571, 357, 1135, 1325, 767]",0.24617386246697884,[0. 0. 1. 1. 1. 0. 0.],0.8210179805755615
4,"[462, 726, 659, 573, 271, 1303, 1849]",0.245963750602069,[0. 0. 0. 1. 0. 0. 0.],0.815657377243042
5,"[781, 750, 308, 284, 1279, 318, 126]",0.2454052110038507,[0. 1. 1. 1. 0. 1. 0.],0.825547456741333
6,"[992, 663, 1055, 1231, 1399, 315, 595]",0.24515746337810213,[1. 0. 1. 0. 1. 0. 1.],0.8438751697540283
7,"[30, 398, 1657, 956, 653, 8, 409]",0.24480273407948683,[0. 1. 1. 0. 1. 0. 1.],0.8048665523529053
8,"[1166, 443, 539, 1104, 1606, 367, 919]",0.2433800740875673,[1. 1. 0. 0. 0. 1. 0.],0.8229410648345947
9,"[766, 1403, 1445, 1372, 1311, 132, 634]",0.24246421117478567,[0. 1. 1. 0. 1. 1. 0.],0.862678050994873
10,"[1734, 790, 1039, 1411, 1412, 1151, 1727]",0.24205528572283172,[0. 0. 1. 0. 0. 1. 1.],0.8776240348815918
11,"[1254, 1236, 1289, 1031, 1550, 394, 1129]",0.2416186903316457,[0. 0. 1. 0. 0. 0. 0.],0.8595168590545654
12,"[1273, 1854, 1908, 1267, 313, 710, 1217]",0.2404879810672791,[0. 0. 0. 0. 0. 0. 0.],0.8627240657806396
13,"[475, 1190, 1209, 67, 1700, 1846, 387]",0.23945890742822373,[0. 0. 0. 0. 1. 0. 0.],0.8556900024414062
14,"[483, 975, 1096, 1914, 639, 1922, 1843]",0.23900006375403776,[0. 0. 0. 0. 0. 0. 0.],0.8613758087158203
15,"[1215, 1434, 1529, 403, 1146, 1008, 571]",0.23863781654268015,[0. 0. 0. 1. 0. 0. 0.],0.853245735168457
