,sub_problem,sub_fval,solution,qaoa_time
0,"[168, 827, 1137, 465, 512, 742, 1911]",0.2597767796074883,[0. 0. 1. 1. 1. 0. 1.],0.8700776100158691
1,"[28, 814, 1026, 445, 811, 1362, 1376]",0.2577935604896038,[0. 1. 0. 1. 1. 0. 1.],0.64811110496521
2,"[1529, 144, 633, 120, 141, 427, 1695]",0.2572648089340656,[1. 1. 0. 1. 0. 0. 1.],0.6518580913543701
3,"[727, 1519, 300, 78, 796, 220, 1049]",0.25671875254571225,[1. 1. 1. 0. 1. 1. 1.],0.649139404296875
4,"[27, 1058, 1639, 1839, 263, 1696, 1332]",0.2548223526682713,[0. 0. 1. 0. 0. 1. 1.],0.6550755500793457
5,"[63, 784, 1, 95, 1562, 597, 1144]",0.25390630554924315,[0. 1. 0. 1. 1. 0. 0.],0.6471772193908691
6,"[890, 728, 1579, 16, 17, 734, 560]",0.2535113573590142,[1. 0. 1. 0. 0. 1. 0.],0.72117018699646
7,"[1076, 738, 60, 1053, 1862, 995, 577]",0.2518240981191414,[1. 1. 1. 1. 1. 0. 1.],0.6435399055480957
8,"[1560, 638, 1887, 1863, 147, 1047, 1073]",0.24962342409922528,[1. 1. 0. 0. 0. 1. 0.],0.6425325870513916
9,"[1159, 1031, 1782, 894, 1294, 1585, 895]",0.24926171379842826,[1. 0. 0. 1. 1. 0. 1.],0.6343717575073242
10,"[960, 1578, 296, 1060, 1841, 1850, 761]",0.24918628187531616,[1. 0. 0. 0. 1. 0. 1.],0.6356320381164551
11,"[1860, 1536, 893, 1766, 674, 1445, 470]",0.24768493441468198,[1. 1. 0. 0. 0. 1. 1.],0.6290547847747803
12,"[716, 1056, 1899, 1453, 1737, 908, 1898]",0.2475541707836167,[1. 0. 0. 1. 0. 0. 0.],0.6193194389343262
13,"[26, 185, 1216, 1826, 1813, 1787, 1799]",0.24644917223049712,[1. 0. 1. 1. 1. 1. 1.],0.6343045234680176
14,"[22, 845, 122, 1208, 34, 693, 237]",0.2462717522526401,[0. 0. 0. 0. 1. 1. 0.],0.6214940547943115
15,"[463, 1266, 398, 1663, 1619, 462, 797]",0.24529790674690627,[0. 0. 1. 1. 0. 0. 0.],0.6223053932189941
16,"[830, 1290, 394, 922, 377, 345, 1532]",0.24478903872720995,[0. 0. 1. 0. 1. 1. 0.],0.6174776554107666
17,"[1563, 953, 942, 977, 338, 1143, 1190]",0.24457178961036977,[1. 1. 0. 0. 1. 0. 0.],0.6327686309814453
18,"[189, 99, 440, 1078, 1809, 1401, 1806]",0.2444283162113326,[1. 0. 0. 1. 0. 1. 0.],0.6256704330444336
19,"[669, 1623, 1138, 15, 86, 1095, 318]",0.24412970335814224,[0. 0. 0. 0. 0. 0. 0.],0.7042241096496582
20,"[1415, 584, 696, 94, 1433, 551, 1054]",0.2430250742982044,[0. 1. 0. 0. 1. 1. 0.],0.6267309188842773
21,"[1165, 274, 256, 524, 210, 489, 854]",0.24227120020940132,[0. 0. 1. 1. 0. 1. 1.],0.6316118240356445
22,"[369, 686, 538, 657, 1443, 525, 246]",0.2413753365650979,[1. 0. 1. 0. 1. 1. 1.],0.633155345916748
23,"[594, 1848, 1005, 482, 671, 58, 1761]",0.24106106914590045,[0. 1. 1. 0. 1. 0. 1.],0.6308152675628662
24,"[1837, 1819, 1008, 492, 1915, 729, 857]",0.24097654049571676,[1. 1. 1. 0. 1. 0. 0.],0.6337389945983887
25,"[1119, 694, 1687, 119, 1500, 1617, 972]",0.23995340218557848,[0. 1. 0. 0. 1. 0. 1.],0.6355159282684326
