,sub_problem,sub_fval,solution,qaoa_time
0,"[1345, 1409, 1297, 1012, 91, 1792, 418]",0.24278618450167735,[0. 1. 1. 0. 0. 1. 0.],0.6719474792480469
1,"[347, 1664, 1104, 8, 249, 1200, 1605]",0.24216932644546754,[0. 0. 0. 0. 1. 0. 1.],0.5951964855194092
2,"[38, 1385, 801, 668, 602, 487, 1491]",0.24143672020859233,[0. 0. 1. 0. 0. 0. 0.],0.6028931140899658
3,"[179, 1014, 463, 1555, 1862, 788, 577]",0.24044385446449806,[0. 0. 0. 1. 0. 1. 0.],0.5986490249633789
4,"[1081, 266, 946, 881, 1703, 139, 337]",0.2396939189070858,[1. 0. 0. 0. 0. 1. 0.],0.5944874286651611
5,"[1593, 1395, 1530, 592, 1668, 1716, 1049]",0.23881111387779555,[0. 0. 1. 1. 1. 1. 0.],0.5937151908874512
6,"[122, 1834, 506, 943, 1448, 1400, 1819]",0.2383694427053224,[1. 1. 0. 0. 0. 1. 0.],0.8052945137023926
7,"[1158, 1173, 1517, 1032, 236, 1651, 982]",0.2382632884181087,[0. 1. 0. 0. 0. 1. 1.],0.7559959888458252
8,"[1510, 1003, 1206, 926, 1234, 1807, 1920]",0.23758544321555145,[0. 0. 0. 1. 0. 0. 0.],0.751215934753418
9,"[1322, 130, 110, 1660, 522, 1446, 1739]",0.23592875869190305,[0. 0. 0. 1. 1. 1. 1.],0.7340550422668457
10,"[1256, 1171, 321, 752, 999, 711, 986]",0.23570164150186618,[1. 0. 0. 0. 0. 1. 0.],0.7224898338317871
11,"[373, 1821, 1332, 99, 306, 1495, 1499]",0.23508653031858914,[0. 1. 0. 0. 0. 1. 1.],0.7069642543792725
12,"[205, 1119, 666, 517, 1810, 1182, 1209]",0.2345327355864156,[1. 0. 0. 0. 0. 1. 0.],0.7099251747131348
13,"[1463, 313, 1344, 649, 1613, 1388, 809]",0.23431986133627744,[1. 0. 0. 0. 0. 1. 1.],0.7097933292388916
14,"[961, 1906, 1626, 1197, 1467, 1905, 1445]",0.2337455632926818,[0. 1. 0. 0. 0. 0. 1.],0.7171492576599121
15,"[1706, 900, 21, 1791, 1411, 1124, 1487]",0.23342259202109725,[0. 0. 1. 1. 0. 0. 0.],0.7092254161834717
16,"[1031, 1899, 730, 25, 675, 1183, 1486]",0.23297343568792464,[0. 0. 1. 0. 1. 0. 0.],0.7041003704071045
17,"[584, 84, 1424, 1748, 369, 1630, 511]",0.23227595366972492,[0. 1. 0. 0. 0. 1. 0.],0.7059078216552734
