,sub_problem,sub_fval,solution,qaoa_time
0,"[936, 976, 1210, 1414, 1571, 1545, 35]",0.24996550712045373,[1. 0. 1. 1. 1. 0. 1.],0.9100351333618164
1,"[1513, 798, 939, 1429, 323, 363, 1798]",0.2489051987673275,[1. 0. 1. 1. 1. 0. 1.],0.731968879699707
2,"[539, 1203, 566, 1038, 529, 1261, 1253]",0.24850709468394044,[1. 0. 0. 1. 1. 1. 0.],0.750030517578125
3,"[87, 1559, 799, 793, 721, 1610, 1191]",0.24666377482424204,[0. 0. 1. 1. 0. 0. 0.],0.7419471740722656
4,"[919, 274, 1619, 493, 187, 1279, 592]",0.246517752437332,[0. 0. 0. 1. 1. 1. 1.],0.729928731918335
5,"[1877, 433, 1560, 456, 789, 1149, 832]",0.2462738394967018,[1. 1. 1. 0. 1. 0. 1.],0.7440598011016846
6,"[1265, 1311, 1116, 1741, 1795, 1065, 1830]",0.24594086974247506,[1. 1. 0. 0. 1. 0. 0.],0.8154587745666504
7,"[632, 413, 1476, 1187, 1663, 1609, 1758]",0.24480634272731627,[1. 1. 1. 1. 1. 1. 1.],0.7424488067626953
8,"[1607, 368, 722, 1308, 174, 19, 1274]",0.2446680273829861,[0. 0. 0. 1. 1. 1. 1.],0.7417240142822266
9,"[172, 332, 1185, 1169, 1248, 283, 1507]",0.24306868103186577,[1. 0. 1. 0. 0. 1. 1.],0.7457199096679688
10,"[1849, 310, 1381, 730, 1599, 1323, 628]",0.24254363839803927,[1. 1. 0. 0. 1. 0. 1.],0.7321863174438477
11,"[1074, 146, 112, 1170, 404, 1365, 998]",0.24234003772447327,[0. 0. 0. 0. 0. 0. 0.],0.741450309753418
12,"[1024, 1799, 613, 1430, 1597, 14, 74]",0.24034108845166433,[1. 1. 0. 1. 1. 0. 1.],0.7467155456542969
13,"[60, 1456, 788, 1552, 1805, 1771, 1204]",0.2392905690677918,[1. 0. 0. 0. 0. 1. 1.],0.7338614463806152
14,"[945, 1413, 1195, 415, 23, 1358, 602]",0.23920494703883777,[1. 1. 1. 0. 0. 1. 1.],0.7408270835876465
15,"[556, 1841, 336, 846, 1082, 888, 344]",0.23824542294870615,[0. 1. 1. 1. 1. 1. 0.],0.732459545135498
16,"[202, 469, 822, 265, 117, 838, 416]",0.23774458304119503,[1. 1. 0. 0. 0. 0. 1.],0.7189419269561768
17,"[1553, 890, 568, 580, 1320, 1046, 1900]",0.23700676030467924,[0. 1. 1. 1. 1. 0. 0.],0.7412021160125732
18,"[1064, 103, 1857, 908, 1000, 1155, 1868]",0.23605671990184054,[0. 0. 1. 0. 0. 1. 0.],0.7325022220611572
19,"[1451, 473, 497, 147, 1808, 1275, 1404]",0.23570788570272513,[1. 1. 1. 0. 1. 0. 0.],0.8309345245361328
20,"[1869, 1368, 1910, 1106, 668, 750, 1122]",0.23506497659911346,[1. 1. 1. 0. 0. 0. 1.],0.7411918640136719
21,"[1777, 101, 883, 1887, 1768, 1029, 1087]",0.23500995721915938,[1. 0. 0. 0. 0. 0. 1.],0.7407746315002441
22,"[258, 1874, 278, 1134, 1708, 1823, 877]",0.23404863269267062,[1. 1. 1. 1. 1. 0. 1.],0.7435543537139893
23,"[557, 1665, 1103, 373, 409, 65, 1157]",0.2338726147813279,[0. 1. 1. 1. 0. 0. 1.],0.7433969974517822
24,"[503, 1405, 294, 139, 1355, 12, 605]",0.23301201182776646,[0. 0. 1. 0. 1. 1. 1.],0.7421574592590332
25,"[590, 1270, 1371, 1415, 205, 10, 43]",0.23204979630244962,[1. 0. 0. 0. 0. 1. 0.],0.7441315650939941
26,"[1472, 644, 759, 1184, 1055, 675, 1855]",0.2302742207590285,[1. 0. 0. 0. 0. 1. 0.],0.7368755340576172
27,"[515, 354, 1739, 1111, 20, 45, 1769]",0.23002239578319403,[0. 0. 1. 0. 1. 0. 1.],0.7385241985321045
28,"[1796, 1539, 25, 1091, 1230, 188, 977]",0.22823645650039429,[1. 1. 0. 0. 1. 1. 0.],0.7481467723846436
29,"[1762, 704, 1344, 1787, 1017, 1389, 197]",0.22747947594579104,[0. 0. 0. 1. 0. 1. 1.],0.7483181953430176
30,"[1526, 1197, 660, 1330, 96, 1124, 606]",0.22668865294967364,[0. 0. 1. 0. 0. 1. 0.],0.745934009552002
31,"[248, 1575, 569, 705, 1529, 1792, 781]",0.2263272299057618,[0. 1. 0. 0. 1. 0. 0.],0.7376351356506348
32,"[681, 1213, 1224, 509, 221, 1880, 377]",0.2258250039714791,[1. 0. 1. 1. 1. 0. 1.],0.7437102794647217
33,"[83, 633, 4, 329, 973, 1101, 198]",0.22525732002871918,[1. 0. 1. 0. 0. 0. 0.],0.8330833911895752
34,"[1422, 1297, 1177, 1615, 1845, 735, 662]",0.22433387319073886,[0. 1. 0. 0. 0. 1. 1.],0.7422094345092773
35,"[1150, 1324, 1464, 435, 418, 1059, 1317]",0.22301146030620667,[0. 1. 1. 0. 1. 1. 1.],0.7389757633209229
36,"[984, 905, 1763, 522, 1447, 1667, 1814]",0.22171255978972895,[1. 0. 1. 0. 1. 1. 1.],0.7383151054382324
37,"[1479, 1307, 230, 1357, 1722, 540, 736]",0.2213693045194817,[1. 0. 0. 1. 1. 0. 0.],0.7357888221740723
