Evaluation Number,Fitness Value,Computing Time
2,[0.2549847943158183],1.4325473308563232
3,[0.2549847943158183],2.1538968086242676
4,[0.2549847943158183],2.905856132507324
5,[0.2489950616422862],3.6193244457244873
6,[0.18900821733590328],4.301342964172363
7,[0.18900821733590328],5.037455081939697
8,[0.18900821733590328],5.7684338092803955
9,[0.17473689873270631],6.464572906494141
10,[0.17473689873270631],7.1622397899627686
11,[0.17473689873270631],7.915024995803833
12,[0.17473689873270631],8.608927726745605
13,[0.17473689873270631],9.323204755783081
14,[0.17473689873270631],10.032339096069336
15,[0.17473689873270631],10.72581171989441
16,[0.17473689873270631],11.435052156448364
17,[0.17473689873270631],12.15204930305481
18,[0.17473689873270631],12.875000238418579
19,[0.17473689873270631],13.587783336639404
20,[0.17473689873270631],14.294834852218628
21,[0.17473689873270631],15.010453701019287
22,[0.17473689873270631],15.726564407348633
23,[0.17473689873270631],16.44069528579712
24,[0.17473689873270631],17.168569803237915
25,[0.17473689873270631],17.90348744392395
26,[0.17473689873270631],18.61431884765625
27,[0.17473689873270631],19.332643032073975
28,[0.17473689873270631],20.051069974899292
29,[0.17473689873270631],20.783438444137573
30,[0.17473689873270631],21.503841161727905
31,[0.17473689873270631],22.208713054656982
32,[0.17473689873270631],22.926961421966553
33,[0.17473689873270631],23.62544870376587
34,[0.17473689873270631],24.336098432540894
35,[0.17473689873270631],25.064761877059937
36,[0.17473689873270631],25.77730417251587
37,[0.17473689873270631],26.491891384124756
38,[0.17473689873270631],27.222673177719116
39,[0.17473689873270631],27.938613653182983
40,[0.17473689873270631],28.651160955429077
41,[0.17473689873270631],29.377438068389893
42,[0.17473689873270631],30.078651666641235
43,[0.17473689873270631],30.8003511428833
44,[0.17473689873270631],31.501220226287842
45,[0.17473689873270631],32.23257517814636
46,[0.17473689873270631],32.93891906738281
47,[0.17473689873270631],33.67849636077881
48,[0.17473689873270631],34.380741119384766
49,[0.17473689873270631],35.10142803192139
50,[0.17473689873270631],35.84790635108948
51,[0.17473689873270631],36.580992460250854
52,[0.17473689873270631],37.29484724998474
53,[0.17473689873270631],38.007055044174194
54,[0.17473689873270631],38.71870493888855
55,[0.17473689873270631],39.43371510505676
56,[0.17473689873270631],40.165462493896484
57,[0.17473689873270631],40.87633919715881
58,[0.17473689873270631],41.5825891494751
59,[0.17473689873270631],42.30023789405823
60,[0.17473689873270631],43.01325488090515
61,[0.17473689873270631],43.72377324104309
62,[0.17473689873270631],44.44390320777893
63,[0.17473689873270631],45.15317678451538
64,[0.17473689873270631],45.874260663986206
65,[0.17473689873270631],46.57543063163757
66,[0.17473689873270631],47.29262590408325
67,[0.17473689873270631],48.01918268203735
68,[0.17473689873270631],48.74710965156555
69,[0.17473689873270631],49.44182348251343
70,[0.17473689873270631],50.17362570762634
71,[0.17473689873270631],50.87858843803406
72,[0.17473689873270631],51.59755492210388
73,[0.17473689873270631],52.29225206375122
74,[0.17473689873270631],52.99501657485962
75,[0.17473689873270631],53.717937707901
76,[0.17473689873270631],54.42725419998169
77,[0.17473689873270631],55.14967679977417
78,[0.17473689873270631],55.87389254570007
79,[0.17473689873270631],56.58521008491516
80,[0.17473689873270631],57.33696103096008
81,[0.17473689873270631],58.052106618881226
82,[0.17473689873270631],58.77315092086792
83,[0.17473689873270631],59.492799282073975
84,[0.17473689873270631],60.19952178001404
85,[0.17473689873270631],60.93600583076477
86,[0.17473689873270631],61.653465270996094
87,[0.17473689873270631],62.35573124885559
88,[0.17473689873270631],63.07037830352783
89,[0.17473689873270631],63.78400802612305
90,[0.17473689873270631],64.50590229034424
91,[0.17473689873270631],65.21805739402771
92,[0.17473689873270631],65.93031311035156
93,[0.17473689873270631],66.64704442024231
94,[0.17473689873270631],67.36038517951965
95,[0.17473689873270631],68.06105422973633
96,[0.17473689873270631],68.77605676651001
97,[0.17473689873270631],69.50151753425598
98,[0.17473689873270631],70.2398431301117
99,[0.17473689873270631],70.95344805717468
100,[0.17473689873270631],71.6604437828064
101,[0.17473689873270631],72.37324690818787
102,[0.17473689873270631],73.09008431434631
103,[0.17473689873270631],73.81034994125366
104,[0.17473689873270631],74.52310824394226
105,[0.17473689873270631],75.24150252342224
106,[0.17473689873270631],75.96535873413086
107,[0.17473689873270631],76.66505289077759
108,[0.17473689873270631],77.372230052948
109,[0.17473689873270631],78.09483098983765
110,[0.17473689873270631],78.81631994247437
111,[0.17473689873270631],79.52689814567566
112,[0.17473689873270631],80.25672554969788
113,[0.17473689873270631],80.96565389633179
114,[0.17473689873270631],81.65967106819153
115,[0.17473689873270631],82.3866765499115
116,[0.17473689873270631],83.10684084892273
117,[0.17473689873270631],83.81231927871704
118,[0.17473689873270631],84.50954103469849
119,[0.17473689873270631],85.21734833717346
120,[0.17473689873270631],85.93522238731384
121,[0.17473689873270631],86.64363384246826
122,[0.17473689873270631],87.34418988227844
123,[0.17473689873270631],88.04763770103455
124,[0.17473689873270631],88.75980854034424
125,[0.17473689873270631],89.48685073852539
126,[0.17473689873270631],90.18735814094543
127,[0.17473689873270631],90.89497065544128
128,[0.17473689873270631],91.60586595535278
129,[0.17473689873270631],92.3207995891571
130,[0.17473689873270631],93.02081418037415
131,[0.17473689873270631],93.72723913192749
132,[0.17473689873270631],94.44901990890503
133,[0.17473689873270631],95.15535140037537
134,[0.17473689873270631],95.86660313606262
135,[0.17473689873270631],96.58272743225098
136,[0.17473689873270631],97.29567575454712
137,[0.17473689873270631],98.0248453617096
138,[0.17473689873270631],98.73456287384033
139,[0.17473689873270631],99.41701602935791
140,[0.17473689873270631],100.12150573730469
141,[0.17473689873270631],100.82041549682617
142,[0.17473689873270631],101.54757928848267
143,[0.17473689873270631],102.24654865264893
144,[0.17473689873270631],102.96410489082336
145,[0.17473689873270631],103.67195296287537
146,[0.17473689873270631],104.38308429718018
147,[0.17473689873270631],105.08272504806519
148,[0.17473689873270631],105.77815437316895
